complaint_id,complaint_text,category,priority,department,location,date_submitted,status
3503,Teacher not attending classes regularly,Education,High,Education,Bangalore,2024-08-05,Resolved
3504,Corruption complaint in local office,Government Services,Medium,Government Services,Delhi,2024-08-27,Pending
3505,Ambulance service delayed during emergency,Health,Medium,Health,Kolkata,2024-06-16,In Progress
3506,Bank OTP fraud attempt,IT Fraud,Low,IT Fraud,Delhi,2024-11-12,In Progress
3507,Frequent power cuts in our area,Electricity,High,Electricity,Ranchi,2025-03-27,Resolved
3508,Train ticket booking issue,Transport,Medium,Transport,Bangalore,2025-04-10,Resolved
3509,Open garbage dumping ground issue,Sanitation,High,Sanitation,Kolkata,2024-10-04,Resolved
3510,Corruption complaint in local office,Government Services,Medium,Government Services,Hyderabad,2024-08-28,Resolved
3511,Hospital hygiene very poor,Health,Medium,Health,Chennai,2025-04-23,In Progress
3512,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Delhi,2024-12-22,Resolved
3513,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Mumbai,2024-09-19,Resolved
3514,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Ranchi,2025-01-27,Resolved
3515,Road full of potholes causing accidents,Roads,Low,Roads,Bangalore,2025-02-23,Resolved
3516,Suspicious person roaming in colony,Police/Safety,Medium,Police/Safety,Delhi,2024-04-02,Pending
3517,Bus service not running on schedule,Transport,Medium,Transport,Delhi,2024-06-27,Resolved
3518,Hospital hygiene very poor,Health,High,Health,Patna,2024-08-15,In Progress
3519,Broken road near market area,Roads,Low,Roads,Mumbai,2025-05-21,Pending
3520,Vaccination not available in local clinic,Health,Medium,Health,Ranchi,2024-07-24,Pending
3521,Pension not credited this month,Government Services,Low,Government Services,Ranchi,2024-10-30,Resolved
3522,Train ticket booking issue,Transport,Medium,Transport,Hyderabad,2025-04-29,Resolved
3523,Overcrowding in buses,Transport,High,Transport,Chennai,2025-02-06,In Progress
3524,Street lights not working,Electricity,High,Electricity,Hyderabad,2025-03-14,Pending
3525,Overcrowding in buses,Transport,High,Transport,Delhi,2024-05-04,Pending
3526,Poor cleanliness in buses,Transport,High,Transport,Patna,2025-01-18,Resolved
3527,Transformer failure in locality,Electricity,Medium,Electricity,Bangalore,2025-06-06,Pending
3528,Poor infrastructure in government school,Education,High,Education,Mumbai,2025-06-13,Resolved
3529,Voltage fluctuations damaging appliances,Electricity,Low,Electricity,Bangalore,2024-12-17,In Progress
3530,Garbage not collected for several days,Sanitation,Medium,Sanitation,Kolkata,2024-10-03,Pending
3531,Noise disturbance at night,Police/Safety,Low,Police/Safety,Mumbai,2025-08-12,Pending
3532,Scholarship payment delayed,Education,Low,Education,Chennai,2024-10-10,Pending
3533,Transformer failure in locality,Electricity,Low,Electricity,Hyderabad,2024-01-13,In Progress
3534,Frequent power cuts in our area,Electricity,High,Electricity,Bangalore,2025-03-16,In Progress
3535,Suspicious person roaming in colony,Police/Safety,High,Police/Safety,Hyderabad,2025-01-27,In Progress
3536,No doctor available in government hospital,Health,High,Health,Ranchi,2024-02-18,In Progress
3537,Water logging due to bad road condition,Roads,High,Roads,Ranchi,2024-01-26,In Progress
3538,Lack of books in school library,Education,Medium,Education,Delhi,2025-03-23,Resolved
3539,No drinking water in school campus,Education,Low,Education,Hyderabad,2024-04-21,In Progress
3540,Poor infrastructure in government school,Education,Low,Education,Chennai,2024-03-16,Pending
3541,Suspicious person roaming in colony,Police/Safety,Low,Police/Safety,Bangalore,2024-06-19,Pending
3542,Voltage fluctuations damaging appliances,Electricity,High,Electricity,Ranchi,2024-02-25,In Progress
3543,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Mumbai,2024-12-14,Resolved
3544,Fake loan app scam reported,IT Fraud,High,IT Fraud,Kolkata,2024-05-16,Pending
3545,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Chennai,2025-04-23,Resolved
3546,Social media account hacked,IT Fraud,Low,IT Fraud,Chennai,2024-04-23,In Progress
3547,Public hand pump not working,Water,Low,Water,Bangalore,2024-05-04,In Progress
3548,UPI payment fraud reported,IT Fraud,Medium,IT Fraud,Patna,2024-07-24,In Progress
3549,No drinking water in school campus,Education,High,Education,Chennai,2024-12-07,Pending
3550,Drain blockage causing foul smell,Sanitation,High,Sanitation,Bangalore,2025-04-23,Pending
3551,Fake job website asking money,IT Fraud,Medium,IT Fraud,Patna,2025-05-25,Pending
3552,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Mumbai,2024-06-07,Pending
3553,Low water pressure in the area,Water,Low,Water,Ranchi,2025-07-18,In Progress
3554,No doctor available in government hospital,Health,Low,Health,Chennai,2024-09-14,Resolved
3555,Road construction incomplete for months,Roads,Low,Roads,Kolkata,2025-07-17,In Progress
3556,Huge pothole near school entrance,Roads,Medium,Roads,Patna,2024-11-12,Pending
3557,Overflowing dustbins in the area,Sanitation,High,Sanitation,Delhi,2024-03-14,Resolved
3558,Huge pothole near school entrance,Roads,Medium,Roads,Mumbai,2024-12-18,In Progress
3559,Dirty water coming from taps,Water,Medium,Water,Kolkata,2024-09-28,Resolved
3560,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Chennai,2024-07-15,In Progress
3561,Poor cleanliness in buses,Transport,Low,Transport,Bangalore,2025-08-14,In Progress
3562,Scholarship payment delayed,Education,High,Education,Bangalore,2025-05-25,Resolved
3563,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Delhi,2024-07-10,Resolved
3564,Delay in issuing birth certificate,Government Services,Low,Government Services,Kolkata,2024-12-23,Pending
3565,Train ticket booking issue,Transport,Low,Transport,Delhi,2024-10-11,Pending
3566,Overcrowding in buses,Transport,Medium,Transport,Patna,2024-02-03,Resolved
3567,Frequent power cuts in our area,Electricity,Medium,Electricity,Bangalore,2025-02-06,Pending
3568,Fake job website asking money,IT Fraud,High,IT Fraud,Chennai,2025-04-05,In Progress
3569,Transformer failure in locality,Electricity,High,Electricity,Mumbai,2024-07-04,In Progress
3570,Dirty public toilets in market,Sanitation,Low,Sanitation,Hyderabad,2024-08-19,Resolved
3571,UPI payment fraud reported,IT Fraud,Low,IT Fraud,Ranchi,2024-05-01,Resolved
3572,Bus service not running on schedule,Transport,Medium,Transport,Patna,2024-06-01,In Progress
3573,Frequent power cuts in our area,Electricity,Low,Electricity,Delhi,2024-09-25,In Progress
3574,Poor cleanliness in buses,Transport,Medium,Transport,Kolkata,2024-04-04,Resolved
3575,Drain blockage causing foul smell,Sanitation,High,Sanitation,Bangalore,2024-12-16,Pending
3576,Frequent power cuts in our area,Electricity,Medium,Electricity,Delhi,2024-08-01,Pending
3577,Dirty public toilets in market,Sanitation,High,Sanitation,Hyderabad,2025-06-19,Pending
3578,Teacher not attending classes regularly,Education,Medium,Education,Chennai,2024-03-14,In Progress
3579,Water pipeline leakage near house,Water,Medium,Water,Mumbai,2025-03-19,Resolved
3580,Bus service not running on schedule,Transport,Low,Transport,Mumbai,2025-08-14,In Progress
3581,Lack of books in school library,Education,High,Education,Hyderabad,2025-05-26,Resolved
3582,Dirty water coming from taps,Water,Medium,Water,Hyderabad,2025-02-05,In Progress
3583,Lack of books in school library,Education,Medium,Education,Delhi,2025-05-21,Resolved
3584,Teacher not attending classes regularly,Education,Low,Education,Ranchi,2024-07-04,Pending
3585,Bus stop shelter damaged,Transport,High,Transport,Hyderabad,2025-05-06,In Progress
3586,Frequent power cuts in our area,Electricity,Low,Electricity,Chennai,2024-01-11,In Progress
3587,Lack of books in school library,Education,Medium,Education,Patna,2024-05-15,Pending
3588,Open garbage dumping ground issue,Sanitation,Medium,Sanitation,Hyderabad,2024-04-20,In Progress
3589,Illegal activities happening nearby,Police/Safety,Low,Police/Safety,Delhi,2024-09-24,Resolved
3590,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Bangalore,2024-10-18,Resolved
3591,Electric pole wire hanging dangerously,Electricity,Low,Electricity,Mumbai,2024-09-06,In Progress
3592,Electric pole wire hanging dangerously,Electricity,High,Electricity,Kolkata,2024-05-22,Pending
3593,Frequent power cuts in our area,Electricity,Medium,Electricity,Ranchi,2025-02-26,Resolved
3594,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Kolkata,2025-02-22,Resolved
3595,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Bangalore,2024-03-30,Resolved
3596,Water logging due to bad road condition,Roads,Low,Roads,Ranchi,2025-06-25,Resolved
3597,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Mumbai,2024-08-21,Resolved
3598,Bus service not running on schedule,Transport,High,Transport,Delhi,2025-04-05,In Progress
3599,Overcrowding in buses,Transport,High,Transport,Bangalore,2024-01-09,Resolved
3600,Social media account hacked,IT Fraud,Low,IT Fraud,Chennai,2025-03-17,In Progress
3601,Bus stop shelter damaged,Transport,Low,Transport,Chennai,2025-08-08,Resolved
3602,Aadhaar update not processed,Government Services,Low,Government Services,Mumbai,2024-12-07,Pending
3603,Teacher not attending classes regularly,Education,High,Education,Ranchi,2025-04-20,Pending
3604,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Delhi,2025-01-27,Pending
3605,No drinking water in school campus,Education,Low,Education,Bangalore,2024-07-10,Resolved
3606,Road full of potholes causing accidents,Roads,Medium,Roads,Hyderabad,2025-05-01,In Progress
3607,Pension not credited this month,Government Services,Medium,Government Services,Chennai,2024-06-03,In Progress
3608,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Delhi,2024-02-21,Pending
3609,Aadhaar update not processed,Government Services,Low,Government Services,Kolkata,2025-02-17,Pending
3610,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Delhi,2024-04-04,Pending
3611,Noise disturbance at night,Police/Safety,High,Police/Safety,Hyderabad,2025-06-16,In Progress
3612,Garbage not collected for several days,Sanitation,High,Sanitation,Bangalore,2024-04-30,Pending
3613,Water logging due to bad road condition,Roads,High,Roads,Bangalore,2025-04-26,Pending
3614,Overcrowding in buses,Transport,High,Transport,Chennai,2024-09-20,Pending
3615,No water supply for last two days,Water,Low,Water,Delhi,2025-01-12,Resolved
3616,Garbage not collected for several days,Sanitation,Medium,Sanitation,Patna,2024-12-24,Resolved
3617,Bus stop shelter damaged,Transport,Low,Transport,Bangalore,2024-11-14,Pending
3618,No water supply for last two days,Water,High,Water,Bangalore,2024-06-05,Resolved
3619,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Bangalore,2025-03-31,Pending
3620,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Kolkata,2024-05-28,Resolved
3621,Illegal activities happening nearby,Police/Safety,High,Police/Safety,Mumbai,2025-04-25,In Progress
3622,Vaccination not available in local clinic,Health,Low,Health,Patna,2024-06-27,In Progress
3623,Scholarship payment delayed,Education,High,Education,Delhi,2025-03-29,In Progress
3624,Shortage of medicines in health center,Health,Medium,Health,Ranchi,2025-07-18,Pending
3625,UPI payment fraud reported,IT Fraud,High,IT Fraud,Mumbai,2024-07-18,Resolved
3626,Electric pole wire hanging dangerously,Electricity,Medium,Electricity,Kolkata,2024-06-06,In Progress
3627,Water pipeline leakage near house,Water,Medium,Water,Hyderabad,2024-09-14,In Progress
3628,Frequent power cuts in our area,Electricity,High,Electricity,Delhi,2025-02-19,Pending
3629,Dirty water coming from taps,Water,Medium,Water,Ranchi,2024-11-27,Resolved
3630,Suspicious person roaming in colony,Police/Safety,Medium,Police/Safety,Hyderabad,2024-09-26,In Progress
3631,Fake loan app scam reported,IT Fraud,Medium,IT Fraud,Chennai,2025-08-10,Resolved
3632,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Ranchi,2024-07-25,Pending
3633,Social media account hacked,IT Fraud,Medium,IT Fraud,Patna,2024-03-02,Resolved
3634,Vaccination not available in local clinic,Health,Medium,Health,Mumbai,2025-07-18,Pending
3635,Bus stop shelter damaged,Transport,Low,Transport,Bangalore,2025-08-04,Pending
3636,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Bangalore,2024-11-27,Pending
3637,Huge pothole near school entrance,Roads,Medium,Roads,Delhi,2024-04-16,Resolved
3638,Water logging due to bad road condition,Roads,Low,Roads,Ranchi,2024-07-23,Resolved
3639,Road construction incomplete for months,Roads,Low,Roads,Kolkata,2024-02-11,Resolved
3640,Frequent power cuts in our area,Electricity,Low,Electricity,Kolkata,2025-01-27,Resolved
3641,Poor cleanliness in buses,Transport,High,Transport,Patna,2025-01-28,In Progress
3642,Social media account hacked,IT Fraud,High,IT Fraud,Mumbai,2025-06-23,Resolved
3643,Bus service not running on schedule,Transport,Medium,Transport,Delhi,2024-05-31,Pending
3644,Public hand pump not working,Water,Low,Water,Chennai,2025-06-22,In Progress
3645,Lack of books in school library,Education,Low,Education,Hyderabad,2024-11-21,In Progress
3646,Aadhaar update not processed,Government Services,Medium,Government Services,Patna,2024-10-30,Pending
3647,Overcrowding in buses,Transport,Low,Transport,Hyderabad,2025-03-15,Pending
3648,Aadhaar update not processed,Government Services,Medium,Government Services,Delhi,2024-04-29,In Progress
3649,Corruption complaint in local office,Government Services,Medium,Government Services,Patna,2024-08-15,Resolved
3650,Poor infrastructure in government school,Education,Medium,Education,Bangalore,2025-06-30,In Progress
3651,Aadhaar update not processed,Government Services,Medium,Government Services,Mumbai,2024-06-27,In Progress
3652,Road construction incomplete for months,Roads,Low,Roads,Mumbai,2024-07-20,Resolved
3653,Broken road near market area,Roads,Low,Roads,Delhi,2024-03-23,In Progress
3654,Scholarship payment delayed,Education,Medium,Education,Bangalore,2024-12-27,Resolved
3655,Ration card application pending,Government Services,Medium,Government Services,Delhi,2024-10-22,In Progress
3656,Shortage of medicines in health center,Health,Low,Health,Hyderabad,2024-06-20,In Progress
3657,Corruption complaint in local office,Government Services,Medium,Government Services,Mumbai,2025-07-05,Pending
3658,Low water pressure in the area,Water,High,Water,Patna,2024-03-17,In Progress
3659,Lack of books in school library,Education,Medium,Education,Delhi,2024-07-22,In Progress
3660,Road full of potholes causing accidents,Roads,Medium,Roads,Ranchi,2025-03-24,In Progress
3661,Theft reported in neighborhood,Police/Safety,Medium,Police/Safety,Hyderabad,2024-04-24,In Progress
3662,Aadhaar update not processed,Government Services,High,Government Services,Chennai,2024-07-26,Pending
3663,Street lights not working,Electricity,High,Electricity,Hyderabad,2024-01-29,Pending
3664,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Kolkata,2024-08-11,Resolved
3665,Social media account hacked,IT Fraud,Low,IT Fraud,Delhi,2024-12-19,In Progress
3666,Road construction incomplete for months,Roads,High,Roads,Delhi,2025-08-19,In Progress
3667,Fake job website asking money,IT Fraud,Low,IT Fraud,Patna,2025-02-25,Resolved
3668,Corruption complaint in local office,Government Services,Medium,Government Services,Mumbai,2024-09-02,Resolved
3669,Garbage not collected for several days,Sanitation,Medium,Sanitation,Patna,2024-03-17,Pending
3670,Road full of potholes causing accidents,Roads,Medium,Roads,Hyderabad,2025-04-10,In Progress
3671,Aadhaar update not processed,Government Services,Medium,Government Services,Hyderabad,2025-02-22,Pending
3672,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Mumbai,2024-03-12,Resolved
3673,Dirty water coming from taps,Water,High,Water,Mumbai,2025-08-09,Pending
3674,No drinking water in school campus,Education,Medium,Education,Mumbai,2025-05-24,Resolved
3675,Fake job website asking money,IT Fraud,Low,IT Fraud,Hyderabad,2024-09-25,Resolved
3676,Delay in issuing birth certificate,Government Services,High,Government Services,Patna,2024-09-20,Pending
3677,Noise disturbance at night,Police/Safety,High,Police/Safety,Bangalore,2024-08-25,In Progress
3678,Voltage fluctuations damaging appliances,Electricity,High,Electricity,Kolkata,2024-09-29,Pending
3679,Fake job website asking money,IT Fraud,Low,IT Fraud,Patna,2024-06-14,In Progress
3680,No drinking water in school campus,Education,Low,Education,Bangalore,2024-04-28,Resolved
3681,Road construction incomplete for months,Roads,Medium,Roads,Hyderabad,2025-01-21,Resolved
3682,Garbage not collected for several days,Sanitation,Medium,Sanitation,Bangalore,2025-02-20,Resolved
3683,Poor cleanliness in buses,Transport,Low,Transport,Ranchi,2024-10-23,Pending
3684,No water supply for last two days,Water,Medium,Water,Bangalore,2024-09-12,Pending
3685,Noise disturbance at night,Police/Safety,Low,Police/Safety,Chennai,2025-01-19,Resolved
3686,Street lights not working,Electricity,Medium,Electricity,Chennai,2024-02-17,Pending
3687,Overflowing dustbins in the area,Sanitation,High,Sanitation,Hyderabad,2024-07-04,Resolved
3688,Illegal activities happening nearby,Police/Safety,High,Police/Safety,Mumbai,2024-05-06,Resolved
3689,Road construction incomplete for months,Roads,High,Roads,Delhi,2025-06-04,Pending
3690,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Chennai,2024-11-17,In Progress
3691,Dirty water coming from taps,Water,Medium,Water,Hyderabad,2024-10-03,Pending
3692,Overcrowding in buses,Transport,High,Transport,Patna,2024-06-14,Pending
3693,Open garbage dumping ground issue,Sanitation,Low,Sanitation,Mumbai,2024-07-16,Pending
3694,Open garbage dumping ground issue,Sanitation,High,Sanitation,Chennai,2025-07-17,Pending
3695,Voltage fluctuations damaging appliances,Electricity,Medium,Electricity,Mumbai,2024-04-18,Resolved
3696,Street lights not working,Electricity,High,Electricity,Kolkata,2024-09-10,Resolved
3697,Low water pressure in the area,Water,Low,Water,Delhi,2024-09-05,Resolved
3698,Road full of potholes causing accidents,Roads,Medium,Roads,Bangalore,2024-05-15,Resolved
3699,No doctor available in government hospital,Health,Low,Health,Kolkata,2025-03-12,In Progress
3700,No water supply for last two days,Water,High,Water,Kolkata,2025-02-12,In Progress
3701,Electric pole wire hanging dangerously,Electricity,High,Electricity,Hyderabad,2024-10-26,Pending
3702,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Ranchi,2024-10-13,In Progress
3703,Frequent power cuts in our area,Electricity,Low,Electricity,Hyderabad,2024-08-05,In Progress
3704,Bus service not running on schedule,Transport,High,Transport,Ranchi,2024-08-02,In Progress
3705,Broken road near market area,Roads,Medium,Roads,Chennai,2025-04-27,Pending
3706,Broken road near market area,Roads,High,Roads,Patna,2024-10-26,Resolved
3707,Teacher not attending classes regularly,Education,Medium,Education,Mumbai,2025-06-29,Pending
3708,Electric pole wire hanging dangerously,Electricity,High,Electricity,Patna,2025-06-24,In Progress
3709,No doctor available in government hospital,Health,Medium,Health,Bangalore,2024-10-26,Resolved
3710,Overcrowding in buses,Transport,High,Transport,Hyderabad,2024-06-27,Resolved
3711,Teacher not attending classes regularly,Education,Low,Education,Chennai,2025-08-15,Resolved
3712,Open garbage dumping ground issue,Sanitation,Medium,Sanitation,Mumbai,2025-08-04,Resolved
3713,Harassment reported in public place,Police/Safety,High,Police/Safety,Hyderabad,2024-12-19,In Progress
3714,Pension not credited this month,Government Services,Medium,Government Services,Bangalore,2024-03-15,In Progress
3715,Transformer failure in locality,Electricity,Medium,Electricity,Bangalore,2025-08-22,Resolved
3716,Drain blockage causing foul smell,Sanitation,Low,Sanitation,Chennai,2025-01-21,Pending
3717,Dirty water coming from taps,Water,High,Water,Delhi,2024-10-30,In Progress
3718,Ambulance service delayed during emergency,Health,High,Health,Patna,2025-06-19,In Progress
3719,Bus stop shelter damaged,Transport,High,Transport,Delhi,2024-05-23,In Progress
3720,Poor cleanliness in buses,Transport,Medium,Transport,Chennai,2024-04-30,Pending
3721,Broken road near market area,Roads,Medium,Roads,Chennai,2025-01-01,Resolved
3722,Dirty water coming from taps,Water,High,Water,Delhi,2024-09-29,In Progress
3723,Ambulance service delayed during emergency,Health,Medium,Health,Delhi,2025-04-08,Pending
3724,Dirty public toilets in market,Sanitation,High,Sanitation,Bangalore,2025-03-17,Pending
3725,Water pipeline leakage near house,Water,Low,Water,Chennai,2025-04-15,Resolved
3726,Overflowing dustbins in the area,Sanitation,Medium,Sanitation,Kolkata,2024-04-03,Pending
3727,Bus service not running on schedule,Transport,Medium,Transport,Ranchi,2025-07-26,In Progress
3728,Bus service not running on schedule,Transport,Medium,Transport,Patna,2025-01-27,Pending
3729,Theft reported in neighborhood,Police/Safety,Low,Police/Safety,Kolkata,2024-07-19,Resolved
3730,Harassment reported in public place,Police/Safety,Low,Police/Safety,Kolkata,2024-10-01,Pending
3731,Water logging due to bad road condition,Roads,Medium,Roads,Ranchi,2024-05-12,Resolved
3732,Lack of books in school library,Education,Medium,Education,Chennai,2025-08-01,Pending
3733,Illegal activities happening nearby,Police/Safety,High,Police/Safety,Delhi,2024-08-31,Resolved
3734,Scholarship payment delayed,Education,Low,Education,Hyderabad,2024-08-22,In Progress
3735,Fake loan app scam reported,IT Fraud,Low,IT Fraud,Chennai,2024-04-17,Resolved
3736,Bus stop shelter damaged,Transport,High,Transport,Hyderabad,2024-11-05,Pending
3737,Low water pressure in the area,Water,Medium,Water,Ranchi,2025-06-30,Resolved
3738,Noise disturbance at night,Police/Safety,Medium,Police/Safety,Mumbai,2025-01-17,In Progress
3739,Pension not credited this month,Government Services,Medium,Government Services,Kolkata,2024-11-17,In Progress
3740,Harassment reported in public place,Police/Safety,Low,Police/Safety,Hyderabad,2025-05-14,In Progress
3741,Lack of books in school library,Education,High,Education,Mumbai,2024-03-31,Pending
3742,Bus stop shelter damaged,Transport,High,Transport,Patna,2025-06-20,Resolved
3743,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Delhi,2024-07-24,In Progress
3744,Dirty public toilets in market,Sanitation,Low,Sanitation,Kolkata,2024-03-31,Resolved
3745,No water supply for last two days,Water,Low,Water,Hyderabad,2024-11-15,In Progress
3746,Delay in issuing birth certificate,Government Services,High,Government Services,Delhi,2025-05-04,Resolved
3747,Fake job website asking money,IT Fraud,High,IT Fraud,Hyderabad,2025-02-17,In Progress
3748,Bank OTP fraud attempt,IT Fraud,Medium,IT Fraud,Mumbai,2024-02-08,Resolved
3749,Poor infrastructure in government school,Education,High,Education,Mumbai,2024-11-14,In Progress
3750,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Bangalore,2024-10-25,In Progress
3751,Lack of books in school library,Education,High,Education,Chennai,2025-04-05,Resolved
3752,Shortage of medicines in health center,Health,Medium,Health,Bangalore,2025-01-10,In Progress
3753,Broken road near market area,Roads,Medium,Roads,Bangalore,2025-06-18,In Progress
3754,Water logging due to bad road condition,Roads,Medium,Roads,Kolkata,2024-05-14,Resolved
3755,Lack of books in school library,Education,Medium,Education,Patna,2025-07-30,Resolved
3756,Train ticket booking issue,Transport,Medium,Transport,Delhi,2025-05-21,Resolved
3757,No drinking water in school campus,Education,Medium,Education,Ranchi,2024-03-20,Resolved
3758,Open garbage dumping ground issue,Sanitation,Low,Sanitation,Patna,2024-05-09,In Progress
3759,Ration card application pending,Government Services,Medium,Government Services,Patna,2024-04-27,Resolved
3760,Hospital hygiene very poor,Health,Medium,Health,Delhi,2024-05-20,Pending
3761,Garbage not collected for several days,Sanitation,Low,Sanitation,Ranchi,2024-09-11,In Progress
3762,UPI payment fraud reported,IT Fraud,Low,IT Fraud,Delhi,2024-06-25,Pending
3763,No drinking water in school campus,Education,Low,Education,Bangalore,2024-04-10,In Progress
3764,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Kolkata,2025-01-14,Pending
3765,No water supply for last two days,Water,High,Water,Mumbai,2025-08-01,Resolved
3766,Aadhaar update not processed,Government Services,Low,Government Services,Chennai,2025-03-27,Pending
3767,Ration card application pending,Government Services,Low,Government Services,Bangalore,2025-05-08,Resolved
3768,Poor infrastructure in government school,Education,Medium,Education,Ranchi,2025-02-09,In Progress
3769,Teacher not attending classes regularly,Education,High,Education,Ranchi,2025-01-17,Resolved
3770,Drain blockage causing foul smell,Sanitation,Medium,Sanitation,Patna,2025-03-12,Resolved
3771,Water pipeline leakage near house,Water,Medium,Water,Ranchi,2024-06-08,Resolved
3772,Delay in issuing birth certificate,Government Services,High,Government Services,Bangalore,2024-03-15,Resolved
3773,Hospital hygiene very poor,Health,Medium,Health,Hyderabad,2024-08-26,In Progress
3774,Lack of books in school library,Education,High,Education,Mumbai,2025-02-24,In Progress
3775,Aadhaar update not processed,Government Services,Medium,Government Services,Mumbai,2024-06-27,Pending
3776,Street lights not working,Electricity,Low,Electricity,Ranchi,2025-02-02,In Progress
3777,Low water pressure in the area,Water,High,Water,Chennai,2024-05-18,In Progress
3778,Aadhaar update not processed,Government Services,High,Government Services,Mumbai,2024-02-19,In Progress
3779,Harassment reported in public place,Police/Safety,Low,Police/Safety,Kolkata,2025-03-01,In Progress
3780,Road full of potholes causing accidents,Roads,High,Roads,Chennai,2024-08-01,Resolved
3781,Frequent power cuts in our area,Electricity,Low,Electricity,Patna,2024-02-05,Resolved
3782,UPI payment fraud reported,IT Fraud,Low,IT Fraud,Bangalore,2024-03-26,Resolved
3783,Aadhaar update not processed,Government Services,Medium,Government Services,Kolkata,2024-05-28,In Progress
3784,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Mumbai,2024-09-26,Pending
3785,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Hyderabad,2024-03-31,Pending
3786,Street lights not working,Electricity,Low,Electricity,Mumbai,2024-08-25,Pending
3787,Bus stop shelter damaged,Transport,Low,Transport,Chennai,2024-09-02,Resolved
3788,Electric pole wire hanging dangerously,Electricity,Low,Electricity,Patna,2025-06-29,Resolved
3789,Harassment reported in public place,Police/Safety,Medium,Police/Safety,Delhi,2025-07-10,Resolved
3790,Social media account hacked,IT Fraud,High,IT Fraud,Delhi,2024-02-02,In Progress
3791,Road construction incomplete for months,Roads,Medium,Roads,Bangalore,2025-08-03,Pending
3792,Teacher not attending classes regularly,Education,Medium,Education,Delhi,2025-06-24,Pending
3793,Bus stop shelter damaged,Transport,Medium,Transport,Patna,2024-12-22,Resolved
3794,Vaccination not available in local clinic,Health,Low,Health,Mumbai,2025-03-10,In Progress
3795,Frequent power cuts in our area,Electricity,Low,Electricity,Delhi,2024-04-08,In Progress
3796,Public hand pump not working,Water,Low,Water,Ranchi,2025-03-14,Resolved
3797,Theft reported in neighborhood,Police/Safety,Low,Police/Safety,Patna,2024-01-31,In Progress
3798,Social media account hacked,IT Fraud,Medium,IT Fraud,Hyderabad,2024-02-07,In Progress
3799,No drinking water in school campus,Education,High,Education,Bangalore,2025-07-01,In Progress
3800,Overflowing dustbins in the area,Sanitation,Low,Sanitation,Hyderabad,2025-03-06,Resolved
3801,Illegal activities happening nearby,Police/Safety,Medium,Police/Safety,Chennai,2024-02-18,In Progress
3802,Public hand pump not working,Water,High,Water,Patna,2025-03-21,In Progress
3803,No water supply for last two days,Water,High,Water,Bangalore,2024-03-23,In Progress
3804,Bus stop shelter damaged,Transport,Low,Transport,Kolkata,2024-01-26,In Progress
3805,Poor cleanliness in buses,Transport,Medium,Transport,Ranchi,2025-05-01,In Progress
3806,Water logging due to bad road condition,Roads,Medium,Roads,Bangalore,2025-05-21,Pending
3807,Dirty water coming from taps,Water,Low,Water,Delhi,2024-09-22,Resolved
3808,Theft reported in neighborhood,Police/Safety,High,Police/Safety,Delhi,2024-04-26,Pending
3809,Pension not credited this month,Government Services,High,Government Services,Mumbai,2024-12-25,Resolved
3810,Social media account hacked,IT Fraud,Medium,IT Fraud,Chennai,2025-01-20,Pending
3811,Bank OTP fraud attempt,IT Fraud,Low,IT Fraud,Kolkata,2025-01-30,Pending
3812,Broken road near market area,Roads,Medium,Roads,Delhi,2025-02-09,Resolved
3813,Suspicious person roaming in colony,Police/Safety,High,Police/Safety,Mumbai,2024-09-18,Resolved
3814,Low water pressure in the area,Water,High,Water,Kolkata,2024-07-05,Pending
3815,Road full of potholes causing accidents,Roads,Low,Roads,Kolkata,2025-04-16,Pending
3816,Voltage fluctuations damaging appliances,Electricity,High,Electricity,Bangalore,2025-07-19,In Progress
3817,UPI payment fraud reported,IT Fraud,Low,IT Fraud,Delhi,2025-06-09,In Progress
3818,Lack of books in school library,Education,High,Education,Mumbai,2025-06-03,Resolved
